restaurant_name,email,website,source,yelp_rating,yelp_review_count,yelp_price,yelp_categories,yelp_phone,yelp_address,yelp_url
Turkey and the Wolf,merch@turkeyandthewolf.com,http://www.turkeyandthewolf.com/,original,4.4,1061.0,$$,"Sandwiches, Cocktail Bars",(504) 218-7428,"739 Jackson Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/turkey-and-the-wolf-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bourbon Street Drinkery,buvant.balcony@drinkery.com,http://www.drinkery.com/,original,4.1,266.0,$$,"Bars, American, Venues & Event Spaces",(504) 451-6400,"217 Bourbon St, New Orleans, LA, 70130",https://www.yelp.com/biz/bourbon-street-drinkery-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Ruth's Chris Steak House,gmdestin211@ruthschris.com,https://www.ruthschris.com/locations/la/new-orleans/new-orleans/7344?cmpid=br:rc_ag:ie_ch:loc_ca:RCGMB_sn:gmb_gt:new-orleans-la-7344_pl:locurl_rd:1047,original,3.5,541.0,$$$,"Steakhouses, Seafood, Wine Bars",(504) 587-7099,"525 Fulton St, New Orleans, LA, 70130",https://www.yelp.com/biz/ruths-chris-steak-house-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Gallier's Seafood & Oyster Bar,info@galliernola.com,https://galliernola.com/,original,4.4,1901.0,$$,"Seafood, Cajun/Creole, Southern",(504) 267-5672,"129 Carondelet St, New Orleans, LA, 70112",https://www.yelp.com/biz/gallier-restaurant-and-oyster-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Joey K's Restaurant & Bar,joeyksrestaurant@gmail.com,https://joeyksrestaurant.com/,original,4.1,1020.0,$$,"Southern, Beer Bar, Cocktail Bars",(504) 891-0997,"3001 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/joey-ks-restaurant-and-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Dooky Chase Restaurant,info@dookychaserestaurants.com,https://www.dookychaserestaurants.com/,original,3.8,1182.0,$$,"Cajun/Creole, Buffets, Sandwiches",(504) 821-0600,"2301 Orleans Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/dooky-chases-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Elizabeth's,nrainwater.elizabeths@gmail.com,https://elizabethsrestaurantnola.com/,original,4.0,1609.0,$$,"Southern, Breakfast & Brunch",(504) 944-9272,"601 Gallier St, New Orleans, LA, 70117",https://www.yelp.com/biz/elizabeths-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Monty's on the Square,info@montysonthesquare.com,http://montysonthesquare.com/,original,3.9,490.0,$$,"Cajun/Creole, Breakfast & Brunch",(504) 525-4478,"801 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/montys-on-the-square-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Jimmy J's Cafe,jimmy@jimmyjscafe.com,http://jimmyjscafe.com/,original,4.2,2442.0,$$,"Breakfast & Brunch, Cafes",(504) 309-9360,"115 Chartres St, New Orleans, LA, 70130",https://www.yelp.com/biz/jimmy-js-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Surrey's Café & Juice Bar,surreyscafe@gmail.com,http://www.surreysnola.com/,original,4.5,2423.0,$$,"Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches",(504) 524-3828,"1418 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/surreys-caf%C3%A9-and-juice-bar-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Monday | Restaurant + Bar,info@mondaynola.com,http://mondaynola.com/,original,3.7,702.0,$$,"Cajun/Creole, Southern, Bars",(504) 581-8900,"4327 Bienville St, New Orleans, LA, 70119",https://www.yelp.com/biz/monday-restaurant-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Morrow's,morrowsnola@gmail.com,http://morrowsnola.com/,original,3.9,1864.0,$$,"Cajun/Creole, Seafood",(504) 827-1519,"2438 St Claude Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/morrows-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Stanley of New Orleans,stanley@chefscottboswell.com,http://stanleyrestaurant.com/,original,3.9,2656.0,$$,Breakfast & Brunch,(504) 587-0093,"547 Saint Ann St, New Orleans, LA, 70116",https://www.yelp.com/biz/stanley-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Blue Crab Restaurant and Oyster Bar,info@thebluecrabnola.com,http://www.thebluecrabnola.com/,original,3.5,727.0,$$,"Seafood, Salad, Soup",(504) 284-2898,"7900 Lakeshore Dr, New Orleans, LA, 70124",https://www.yelp.com/biz/the-blue-crab-restaurant-and-oyster-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Voodoo Chicken & Daiquiris,accounting@voodoochickenanddaiquiris.com,http://voodoochickenanddaiquirisnola.com/,original,3.9,282.0,$$,"Cocktail Bars, Chicken Shop, Cajun/Creole",(504) 291-3788,"629 Canal St, New Orleans, LA, 70130",https://www.yelp.com/biz/voodoo-chicken-and-daiquiris-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Domenica,press@domenicarestaurant..com,http://www.domenicarestaurant.com/,original,4.1,2304.0,$$$,"Italian, Pizza",(504) 648-6020,"123 Baronne St, New Orleans, LA, 70112",https://www.yelp.com/biz/domenica-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Boil Seafood House,hd@boilseafoodhouse.com,https://www.boilseafoodhouse.com/,original,4.0,1244.0,$$$,"Seafood, Cajun/Creole, Cocktail Bars",(504) 309-4532,"3340 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/boil-seafood-house-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lucy's Retired Surfers Bar & Restaurant,shop@lucyssurf.com,https://www.lucyssurf.com/,original,3.7,682.0,$$,"Bars, American, Seafood",(504) 523-8995,"701 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/lucys-retired-surfers-bar-and-restaurant-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Felipe's Mexican Taqueria,operations@felipestaqueria.com,https://www.felipestaqueria.com/locations/louisiana/french-quarter-new-orleans/,original,3.8,831.0,$$,"Mexican, Bars",(504) 267-4406,"301 N Peters St, New Orleans, LA, 70130",https://www.yelp.com/biz/felipes-mexican-taqueria-french-quarter-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
BEARCAT CAFE UPTOWN,info@bearcatcafe.com,http://www.bearcatcafe.com/,original,4.5,1417.0,$$,"Breakfast & Brunch, Vegan, Coffee & Tea",(504) 309-9011,"2521 Jena St, New Orleans, LA, 70115",https://www.yelp.com/biz/bearcat-cafe-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Shaya,info@shayarestaurant.com,http://www.shayarestaurant.com/,original,4.5,1821.0,$$,"Middle Eastern, Mediterranean, Desserts",(504) 891-4213,"4213 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/shaya-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Emeril's,sandy.odom@emerillagasse.com,http://emerilsrestaurant.com/,original,4.0,1840.0,$$$$,"New American, Cajun/Creole, Seafood",(504) 528-9393,"800 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/emerils-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Another Broken Egg Cafe,m.dunn@anotherbrokenegg.com,https://www.anotherbrokenegg.com/locations/new-orleans-la-harrison-avenue/,original,3.4,492.0,$$,"Breakfast & Brunch, Cafes, American",(504) 301-4667,"607 Harrison Ave, New Orleans, LA, 70124",https://www.yelp.com/biz/another-broken-egg-cafe-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Tableau by Dickie Brennan & Co.,vogtk@tableaufrenchquarter.com,http://www.tableaufrenchquarter.com/,original,3.9,1386.0,$$$,"Cajun/Creole, Seafood, Cocktail Bars",(504) 934-3463,"616 St Peter St, New Orleans, LA, 70116",https://www.yelp.com/biz/tableau-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Pizza Delicious,catering@pizzadelicious.com,http://www.pizzadelicious.com/,original,4.2,820.0,$$,"Pizza, Italian",(504) 676-8482,"617 Piety St, New Orleans, LA, 70117",https://www.yelp.com/biz/pizza-delicious-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Killer PoBoys,killerpoboys@gmail.com,http://www.killerpoboys.com/,original,4.2,727.0,$$,"Sandwiches, New American, Vegetarian",(504) 439-7445,"219 Dauphine St, New Orleans, LA, 70112",https://www.yelp.com/biz/killer-poboys-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lux Cafe | Best Southern Cuisine,luxcafe935@gmail.com,https://www.luxcafenola.co/,original,4.2,119.0,$$,"Breakfast & Brunch, American",(504) 875-1920,"935 Gravier St, New Orleans, LA, 70112",https://www.yelp.com/biz/lux-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Houston's,guestservices@hillstone.com,https://www.houstons.com/locations/neworleans/#,original,3.6,644.0,$$$,"American, Steakhouses, New American",(504) 524-1578,"1755 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/houstons-restaurant-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
BEARCAT CBD,info@bearcat845.com,https://bearcat845.com/,original,4.4,956.0,$$,"Coffee & Tea, Breakfast & Brunch, New American",(504) 766-7399,"845 Carondelet St, New Orleans, LA, 70130",https://www.yelp.com/biz/bearcat-cbd-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Snapper's Seafood & Cajun Restaurant,info@snappernola.com,https://snappernola.com/,original,4.0,124.0,$$,"Seafood, Cajun/Creole, Southern",(504) 571-5205,"841 Canal St, New Orleans, LA, 70112",https://www.yelp.com/biz/snappers-seafood-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cooter Brown's Tavern,partyinfo@cooterbrowns.com,http://www.cooterbrowns.com/,original,3.9,625.0,$$,"Sports Bars, Seafood, Whiskey Bars",(504) 866-9104,"509 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/cooter-browns-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Juan's Flying Burrito - CBD,juan@juansflyingburrito.com,http://juansflyingburrito.com/,original,3.7,461.0,$$,"Mexican, Cajun/Creole",(504) 529-5825,"515 Baronne St, New Orleans, LA, 70113",https://www.yelp.com/biz/juans-flying-burrito-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Meril,trey.pierce@emerilsrestaurants.com,http://emerilsrestaurants.com/meril,original,4.0,1251.0,$$$,New American,(504) 526-3745,"424 Girod St, New Orleans, LA, 70130",https://www.yelp.com/biz/meril-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Irene's,irenescuisine@gmail.com,https://irenesnola.com/,original,4.4,1280.0,$$$,Italian,(504) 529-8811,"529 Bienville St, New Orleans, LA, 70116",https://www.yelp.com/biz/irenes-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
IHOP,ahowart@restaurants.ihop.com,https://restaurants.ihop.com/en-us/la/new-orleans/breakfast-833-canal-st-3257?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3257&utm_content=website,original,2.0,349.0,$$,"Breakfast & Brunch, American, Burgers",(504) 264-6875,"833 Canal St, New Orleans, LA, 70112",https://www.yelp.com/biz/ihop-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Galatoire's,lanzalone@galatoires.com,http://www.galatoires.com/,original,3.5,1397.0,$$$,Cajun/Creole,(504) 525-2021,"209 Bourbon St, New Orleans, LA, 70130",https://www.yelp.com/biz/galatoires-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Central City BBQ,catering@centralcitybbq.com,http://www.centralcitybbq.com/,original,4.1,520.0,$$,Barbeque,(504) 558-4276,"1201 South Rampart St, New Orleans, LA, 70113",https://www.yelp.com/biz/central-city-bbq-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Tacos del Cartel New Orleans,events_sm@tacosdelcartel.com,https://tacosdelcartel.com/,original,3.9,238.0,$$$,"Tacos, Cocktail Bars, Beer Bar",(504) 354-9038,"1010 Girod St, New Orleans, LA, 70113",https://www.yelp.com/biz/tacos-del-cartel-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Sweet Soulfood,info@sweetsoulfood.net,http://www.sweetvegansoulfood.com/,original,4.7,557.0,$$,"Vegan, Soul Food",(504) 821-2669,"1025 N Broad St, New Orleans, LA, 70119",https://www.yelp.com/biz/sweet-soulfood-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Sun Chong,info@morrowhospitality.com,http://sunchongnola.com/,original,4.1,487.0,$$,Korean,,"240 Decatur St, New Orleans, LA, 70130",https://www.yelp.com/biz/sun-chong-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Chophouse New Orleans,jlewis@chophousenola.rest,http://www.chophousenola.com/,original,4.2,832.0,$$$$,"Steakhouses, Wine Bars, Seafood",(504) 522-7902,"322 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/chophouse-new-orleans-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Blue Bayou Restaurant & Oyster Bar,lennykm@gmail.com,http://bluebayourestaurantnola.com/,original,3.1,368.0,,Seafood,(504) 291-3788,"717 Canal St, New Orleans, LA, 70130",https://www.yelp.com/biz/blue-bayou-restaurant-and-oyster-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Country Club,heather@tccno.com,http://www.thecountryclubneworleans.com/,original,4.1,690.0,$$,"New American, Country Clubs, Cajun/Creole",(504) 945-0742,"634 Louisa St, New Orleans, LA, 70117",https://www.yelp.com/biz/the-country-club-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Maïs Arepas,mas-arepas@gmail.com,https://mais-arepas.shop/,original,4.5,934.0,$$,"Colombian, Cocktail Bars",(504) 523-6247,"1200 Carondelet St, New Orleans, LA, 70130",https://www.yelp.com/biz/ma%C3%AFs-arepas-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Trenasse,cirene@trenasse.com,https://trenasse.com/,original,4.2,1404.0,$$$,"Wine Bars, Seafood, Southern",(504) 680-7000,"444 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/trenasse-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Velvet Cactus,aimees@thevelvetcactus.com,http://www.thevelvetcactus.com/,original,3.6,679.0,$$,"Mexican, Salad, Tex-Mex",(504) 301-2083,"6300 Argonne Blvd, New Orleans, LA, 70124",https://www.yelp.com/biz/the-velvet-cactus-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Two Chicks Cafe,info@twochickscafe.com,http://www.twochickscafe.com/,original,4.5,1264.0,$$,"Breakfast & Brunch, New American, Juice Bars & Smoothies",(504) 407-3078,"901 Convention Ctr Blvd, New Orleans, LA, 70130",https://www.yelp.com/biz/two-chicks-cafe-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Gus’s World Famous Fried Chicken,communications@gusfriedchicken.com,http://gusfriedchicken.com/nola-new-orleans-louisiana-location/,original,4.5,995.0,$$,"Chicken Shop, Southern, Comfort Food",(504) 252-4870,"308 S Diamond St, New Orleans, LA, 70130",https://www.yelp.com/biz/guss-world-famous-fried-chicken-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Toast,toastneworleans@gmail.com,https://www.toastneworleans.com/,original,4.4,868.0,$$,Breakfast & Brunch,(504) 351-3664,"1845 Gentilly Blvd, New Orleans, LA, 70119",https://www.yelp.com/biz/toast-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Russell's Marina Grill,info@russellsmarinagrill.net,https://russellsmarinagrill.net/,original,4.2,445.0,$$,"Breakfast & Brunch, Burgers, American",(504) 282-9980,"8555 Pontchartrain Blvd, New Orleans, LA, 70124",https://www.yelp.com/biz/russells-marina-grill-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Louisiana Pizza Kitchen,lpkfrenchquarter@gmail.com,http://lapizzakitchenfq.com/,original,4.1,656.0,$$,"Pizza, Italian, Salad",(504) 522-9500,"95 French Market Pl, New Orleans, LA, 70116",https://www.yelp.com/biz/louisiana-pizza-kitchen-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Streetcar Cafe,info@streetcarcafe.com,http://streetcarcafe.com/,original,4.2,780.0,$$,"Breakfast & Brunch, Coffee & Tea, Cajun/Creole",(504) 218-7256,"312 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/streetcar-cafe-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Paladar 511,paladar511@gmail.com,http://www.paladar511.com/,original,4.5,791.0,$$,"Pizza, New American, Breakfast & Brunch",(504) 509-6782,"511 Marigny St, New Orleans, LA, 70117",https://www.yelp.com/biz/paladar-511-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lebanon's Cafe,lebanons_cafe@yahoo.com,https://www.lebanonscafe.com/,original,4.3,677.0,$$,Middle Eastern,(504) 862-6200,"1500 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/lebanons-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Restaurant R'evolution,royalsonestanola@welovebreadandbutter.com,https://revolutionnola.com/,original,4.4,1554.0,$$$,"Cajun/Creole, Seafood, Steakhouses",(504) 553-2277,"777 Bienville St, New Orleans, LA, 70130",https://www.yelp.com/biz/restaurant-revolution-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Herbsaint,link@herbsaint.com,http://herbsaint.com/,original,4.1,1123.0,$$$,French,(504) 524-4114,"701 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/herbsaint-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
